0.1,25,48,0.1
0.1,30,48,0.2
0.1,40,48,0.5
0.1,50,48,1
0.1,60,48,1.5
0.1,70,24,2
0.25,25,24,0.1
0.25,30,24,0.2
0.25,40,24,0.5
0.25,50,24,1
0.25,60,12,1.5
0.25,70,12,2
0.5,25,12,0.1
0.5,30,12,0.2
0.5,40,12,0.5
0.5,50,6,1
0.5,60,6,1.5
0.5,70,6,2
0.75,25,6,0.1
0.75,30,6,0.2
0.75,40,3,0.5
0.75,50,3,1
0.75,60,3,1.5
0.75,70,3,2
1,25,3,0.1
1,30,1,0.2
1,40,1,0.5
1,50,1,1
1,60,1,1.5
1,70,1,2
